"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"Spotify","1","243","73396916224","26697728","25620480","16144","C:\Users\DstMove\AppData\Roaming\Spotify\Spotify.exe","""C:\Users\DstMove\AppData\Roaming\Spotify\Spotify.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --log-severity=disable --user-agent-product=""Chrome/120.0.6099.199 Spotify/1.2.30.1135"" --lang=en-GB --user-data-dir=""C:\Users\DstMove\AppData\Local\Spotify"" --log-file=""C:\Users\DstMove\AppData\Roaming\Spotify\debug.log"" --mojo-platform-channel-handle=3156 --field-trial-handle=1668,i,13867232804221678137,1284634669724614139,262144 --disable-features=BackForwardCache,CalculateNativeWinOcclusion,DocumentPictureInPictureAPI --variations-seed-version /prefetch:8","System.Diagnostics.Process (Spotify)","Spotify Ltd","0.53125","1.2.30.1135","1.2.30.1135","Spotify","Spotify","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4852","8",,"False","12/02/2024 13:14:41",,"17984",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16144","16144","25620480","25620480","663400","663400","25767936","25767936","35770368","35770368","73399013376","384569344","True","Normal","25620480","25620480","255","1",,"System.Diagnostics.ProcessThreadCollection","243","73396916224","382472192","False",,,,"26697728","26697728",,"System.Diagnostics.ProcessModule (Spotify.exe)","00:00:00.1406250","00:00:00.5312500","00:00:00.3906250","Spotify","0","","True",,
"Spotify","1","232","73406009344","21663744","24719360","15056","C:\Users\DstMove\AppData\Roaming\Spotify\Spotify.exe","C:\Users\DstMove\AppData\Roaming\Spotify\Spotify.exe --type=crashpad-handler /prefetch:7 --max-uploads=5 --max-db-size=20 --max-db-age=5 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\DstMove\AppData\Local\Spotify\User Data\Crashpad"" ""--metrics-dir=C:\Users\DstMove\AppData\Local\Spotify\User Data"" --url=https://crashdump.spotify.com:443/ --annotation=platform=win64 --annotation=product=spotify --annotation=version=1.2.30.1135 --initial-client-data=0x3ac,0x3b0,0x3b4,0x3a8,0x3b8,0x7ffe86453738,0x7ffe86453744,0x7ffe86453750","System.Diagnostics.Process (Spotify)","Spotify Ltd","0.0625","1.2.30.1135","1.2.30.1135","Spotify","Spotify","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3768","8",,"False","12/02/2024 13:14:41",,"18368",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15056","15056","24719360","24719360","671624","671624","25124864","25124864","25374720","25374720","73409155072","394711040","True","Normal","24719360","24719360","255","1",,"System.Diagnostics.ProcessThreadCollection","232","73406009344","391565312","False",,,,"21663744","21663744",,"System.Diagnostics.ProcessModule (Spotify.exe)","00:00:00.0468750","00:00:00.0625000","00:00:00.0156250","Spotify","0","","True",,
"Spotify","1","372","73433624576","269426688","30511104","24136","C:\Users\DstMove\AppData\Roaming\Spotify\Spotify.exe","""C:\Users\DstMove\AppData\Roaming\Spotify\Spotify.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --log-severity=disable --user-agent-product=""Chrome/120.0.6099.199 Spotify/1.2.30.1135"" --lang=en-GB --user-data-dir=""C:\Users\DstMove\AppData\Local\Spotify"" --log-file=""C:\Users\DstMove\AppData\Roaming\Spotify\debug.log"" --mojo-platform-channel-handle=3352 --field-trial-handle=1668,i,13867232804221678137,1284634669724614139,262144 --disable-features=BackForwardCache,CalculateNativeWinOcclusion,DocumentPictureInPictureAPI --variations-seed-version /prefetch:8","System.Diagnostics.Process (Spotify)","Spotify Ltd","22.578125","1.2.30.1135","1.2.30.1135","Spotify","Spotify","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4528","8",,"False","12/02/2024 13:14:41",,"18388",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","24136","24136","30511104","30511104","719232","719232","41291776","41291776","285470720","285470720","73473470464","459026432","True","Normal","30511104","30511104","255","1",,"System.Diagnostics.ProcessThreadCollection","372","73433624576","419180544","False",,,,"269426688","269426688",,"System.Diagnostics.ProcessModule (Spotify.exe)","00:00:12.8906250","00:00:22.5781250","00:00:09.6875000","Spotify","0","","True",,
"Spotify","1","586","73785700352","56815616","91504640","25320","C:\Users\DstMove\AppData\Roaming\Spotify\Spotify.exe","""C:\Users\DstMove\AppData\Roaming\Spotify\Spotify.exe"" --type=gpu-process --log-severity=disable --user-agent-product=""Chrome/120.0.6099.199 Spotify/1.2.30.1135"" --lang=en-GB --user-data-dir=""C:\Users\DstMove\AppData\Local\Spotify"" --gpu-preferences=WAAAAAAAAADgAAAMAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --log-file=""C:\Users\DstMove\AppData\Roaming\Spotify\debug.log"" --mojo-platform-channel-handle=1664 --field-trial-handle=1668,i,13867232804221678137,1284634669724614139,262144 --disable-features=BackForwardCache,CalculateNativeWinOcclusion,DocumentPictureInPictureAPI --variations-seed-version /prefetch:2","System.Diagnostics.Process (Spotify)","Spotify Ltd","19.203125","1.2.30.1135","1.2.30.1135","Spotify","Spotify","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","720","10",,"False","12/02/2024 13:14:41",,"18812",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25320","25320","91504640","91504640","1079792","1079792","207511552","207511552","231108608","231108608","73840287744","825843712","True","AboveNormal","91504640","91504640","255","1",,"System.Diagnostics.ProcessThreadCollection","586","73785700352","771256320","False",,,,"56815616","56815616",,"System.Diagnostics.ProcessModule (Spotify.exe)","00:00:02.5000000","00:00:19.2031250","00:00:16.7031250","Spotify","0","","True",,
"sppsvc","0","224","2203408408576","11862016","9482240","10056",,,,,"5.421875",,,,,"Process",,,"8",,"False","12/02/2024 14:56:55",,"2460",".",,,,"10056","10056","9482240","9482240","91224","91224","10584064","10584064","19628032","19628032","2203410595840","92372992",,,"9482240","9482240",,"0",,"System.Diagnostics.ProcessThreadCollection","224","2203408408576","90185728","False",,,,"11862016","11862016",,,"00:00:00.5781250","00:00:05.4218750","00:00:04.8437500","sppsvc","0","","True",,
"sqlceip","0","631","4939030528","47529984","55123968","32640","C:\Program Files\Microsoft SQL Server\MSSQL16.MSSQLSERVER\MSSQL\Binn\sqlceip.exe","""C:\Program Files\Microsoft SQL Server\MSSQL16.MSSQLSERVER\MSSQL\Binn\sqlceip.exe"" -Service ","System.Diagnostics.Process (services)","Microsoft Corporation","7.5625","16.0.1000.6","16.0.1000.6","Sql Server Telemetry Client","Microsoft SQL Server","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4224","6",,"False","12/02/2024 09:44:57",,"11956",".","524288000","204800","System.Diagnostics.ProcessModuleCollection","32640","32640","55123968","55123968","382496","382496","105480192","105480192","104423424","104423424","4951265280","656297984","True","BelowNormal","55123968","55123968","255","0",,"System.Diagnostics.ProcessThreadCollection","631","4939030528","644063232","False",,,,"47529984","47529984",,"System.Diagnostics.ProcessModule (sqlceip.exe)","00:00:02.7656250","00:00:07.5625000","00:00:04.7968750","sqlceip","0","","True",,
"sqlservr","0","821","28364443648","169771008","649400320","68632","C:\Program Files\Microsoft SQL Server\MSSQL16.MSSQLSERVER\MSSQL\Binn\sqlservr.exe","""C:\Program Files\Microsoft SQL Server\MSSQL16.MSSQLSERVER\MSSQL\Binn\sqlservr.exe"" -sMSSQLSERVER","System.Diagnostics.Process (services)","Microsoft Corporation","963.53125","2022.0160.1110.01 ((sql2022_rtm_gdr).231110-0554)","16.0.1110.1","SQL Server Windows NT - 64 Bit","Microsoft SQL Server","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3816","8",,"False","12/02/2024 09:44:54",,"6508",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","68632","68632","649400320","649400320","580856","580856","786055168","786055168","465838080","465838080","28442562560","-1622208512","False","Normal","649400320","649400320","255","0",,"System.Diagnostics.ProcessThreadCollection","821","28364443648","-1700327424","False",,,,"169771008","169771008",,"System.Diagnostics.ProcessModule (sqlservr.exe)","00:04:47.8593750","00:16:03.5625000","00:11:15.7031250","sqlservr","0","","True",,
"sqlwriter","0","154","4374614016","8011776","2199552","9984","C:\Program Files\Microsoft SQL Server\90\Shared\sqlwriter.exe","""C:\Program Files\Microsoft SQL Server\90\Shared\sqlwriter.exe""","System.Diagnostics.Process (services)","Microsoft Corporation","0.515625","2022.0160.1110.01 ((sql2022_rtm_gdr).231110-0554)","16.0.1110.1","SQL Server VSS Writer - 64 Bit","Microsoft SQL Server","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4392","8",,"False","12/02/2024 09:42:52",,"5252",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9984","9984","2199552","2199552","84912","84912","3182592","3182592","8785920","8785920","4391391232","96423936","True","Normal","2199552","2199552","255","0",,"System.Diagnostics.ProcessThreadCollection","154","4374614016","79646720","False",,,,"8011776","8011776",,"System.Diagnostics.ProcessModule (sqlwriter.exe)","00:00:00.1250000","00:00:00.5156250","00:00:00.3906250","sqlwriter","0","","True",,
"Ssms","1","3086","1395556352","270299136","272789504","248912","C:\Program Files (x86)\Microsoft SQL Server Management Studio 19\Common7\IDE\Ssms.exe","""C:\Program Files (x86)\Microsoft SQL Server Management Studio 19\Common7\IDE\Ssms.exe"" ","System.Diagnostics.Process (explorer)","Microsoft Corporation","278.328125","19.3.4.0","19.3.4.0","SSMS 19","Microsoft SQL Server","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5096","8",,"False","12/02/2024 13:13:28",,"3040",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","248912","248912","272789504","272789504","2096808","2096808","291041280","291041280","395247616","395247616","1462030336","1462030336","True","Normal","272789504","272789504","255","1",,"System.Diagnostics.ProcessThreadCollection","3086","1395556352","1395556352","False",,,,"270299136","270299136",,"System.Diagnostics.ProcessModule (Ssms.exe)","00:01:44.3750000","00:04:38.3281250","00:02:53.9531250","Ssms","526202","Server Properties - DS7814","True",,
"StartMenuExperienceHost","1","727","2203813466112","80879616","36421632","36080","C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe","""C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe"" -ServerName:App.AppXywbrabmsek0gm3tkwpr5kwzbs55tkqay.mca","System.Diagnostics.Process (svchost)",,"7.296875",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4968","8",,"False","12/02/2024 09:42:59",,"8640",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","36080","36080","36421632","36421632","1095792","1095792","38903808","38903808","104050688","104050688","2203858972672","540749824","True","Normal","36421632","36421632","255","1",,"System.Diagnostics.ProcessThreadCollection","727","2203813466112","495243264","False",,,,"80879616","80879616",,"System.Diagnostics.ProcessModule (StartMenuExperienceHost.exe)","00:00:02.4062500","00:00:07.2968750","00:00:04.8906250","StartMenuExperienceHost","0","","True",,
"svchost","0","410","2203404660736","10412032","3014656","17096","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p","System.Diagnostics.Process (services)","Microsoft Corporation","5.96875","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4088","8",,"False","12/02/2024 09:42:51",,"1092",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17096","17096","3014656","3014656","108312","108312","3817472","3817472","11108352","11108352","2203413295104","95072256","True","Normal","3014656","3014656","255","0",,"System.Diagnostics.ProcessThreadCollection","410","2203404660736","86437888","False",,,,"10412032","10412032",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:03.1250000","00:00:05.9687500","00:00:02.8437500","svchost","0","","True",,
"svchost","0","1913","2203493281792","36872192","18595840","29704","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p","System.Diagnostics.Process (services)","Microsoft Corporation","64.109375","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4796","8",,"False","12/02/2024 09:42:51",,"1140",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","29704","29704","18595840","18595840","768936","768936","21479424","21479424","42532864","42532864","2203511586816","193363968","True","Normal","18595840","18595840","255","0",,"System.Diagnostics.ProcessThreadCollection","1913","2203493281792","175058944","False",,,,"36872192","36872192",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:40.5625000","00:01:04.1093750","00:00:23.5468750","svchost","0","","True",,
"svchost","0","1539","2203431026688","19095552","12824576","20440","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k RPCSS -p","System.Diagnostics.Process (services)","Microsoft Corporation","66.25","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4872","8",,"False","12/02/2024 09:42:51",,"1272",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20440","20440","12824576","12824576","214824","214824","13361152","13361152","21364736","21364736","2203441700864","123478016","True","Normal","12824576","12824576","255","0",,"System.Diagnostics.ProcessThreadCollection","1539","2203431026688","112803840","False",,,,"19095552","19095552",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:24.7343750","00:01:06.2500000","00:00:41.5156250","svchost","0","","True",,
"svchost","0","318","2203397791744","8732672","2920448","10976","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p -s LSM","System.Diagnostics.Process (services)","Microsoft Corporation","13.28125","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2580","8",,"False","12/02/2024 09:42:51",,"1324",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10976","10976","2920448","2920448","121232","121232","3334144","3334144","9621504","9621504","2203405656064","87433216","True","Normal","2920448","2920448","255","0",,"System.Diagnostics.ProcessThreadCollection","318","2203397791744","79568896","False",,,,"8732672","8732672",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:10.1875000","00:00:13.2812500","00:00:03.0937500","svchost","0","","True",,
"svchost","0","362","2203417038848","13672448","4481024","15872","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s DsmSvc","System.Diagnostics.Process (services)","Microsoft Corporation","2.703125","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4884","8",,"False","12/02/2024 13:59:59",,"1424",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15872","15872","4481024","4481024","124728","124728","4943872","4943872","15683584","15683584","2203427467264","109244416","True","Normal","4481024","4481024","255","0",,"System.Diagnostics.ProcessThreadCollection","362","2203417038848","98816000","False",,,,"13672448","13672448",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:01.9218750","00:00:02.7031250","00:00:00.7812500","svchost","0","","True",,
"svchost","0","198","2203416739840","9129984","2666496","11752","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s BDESVC","System.Diagnostics.Process (services)","Microsoft Corporation","0.609375","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4428","8",,"False","12/02/2024 09:42:51",,"1656",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11752","11752","2666496","2666496","97392","97392","3366912","3366912","11776000","11776000","2203425685504","107462656","True","Normal","2666496","2666496","255","0",,"System.Diagnostics.ProcessThreadCollection","198","2203416739840","98516992","False",,,,"9129984","9129984",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.3906250","00:00:00.6093750","00:00:00.2187500","svchost","0","","True",,
"svchost","0","155","2203397009408","7553024","7540736","26496","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -p -s nsi","System.Diagnostics.Process (services)","Microsoft Corporation","4.125","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2700","8",,"False","12/02/2024 09:42:51",,"1668",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26496","26496","7540736","7540736","58376","58376","8634368","8634368","12578816","12578816","2203403825152","85602304","True","Normal","7540736","7540736","255","0",,"System.Diagnostics.ProcessThreadCollection","155","2203397009408","78786560","False",,,,"7553024","7553024",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:01.6406250","00:00:04.1250000","00:00:02.4843750","svchost","0","","True",,
"svchost","0","211","2203394064384","8540160","2191360","23024","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -s BTAGService","System.Diagnostics.Process (services)","Microsoft Corporation","1.046875","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4788","8",,"False","12/02/2024 09:42:51",,"1696",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","23024","23024","2191360","2191360","75792","75792","2646016","2646016","9433088","9433088","2203398782976","80560128","True","Normal","2191360","2191360","255","0",,"System.Diagnostics.ProcessThreadCollection","211","2203394064384","75841536","False",,,,"8540160","8540160",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.7343750","00:00:01.0468750","00:00:00.3125000","svchost","0","","True",,
"svchost","0","248","2203416297472","13729792","3125248","20760","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -p -s BthAvctpSvc","System.Diagnostics.Process (services)","Microsoft Corporation","40.484375","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4712","8",,"False","12/02/2024 09:42:51",,"1712",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20760","20760","3125248","3125248","111280","111280","6217728","6217728","15921152","15921152","2203463561216","145338368","True","Normal","3125248","3125248","255","0",,"System.Diagnostics.ProcessThreadCollection","248","2203416297472","98074624","False",,,,"13729792","13729792",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:23.2187500","00:00:40.4843750","00:00:17.2656250","svchost","0","","True",,
"svchost","0","312","2203417985024","12632064","3960832","24304","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -p -s bthserv","System.Diagnostics.Process (services)","Microsoft Corporation","101.375","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4612","8",,"False","12/02/2024 09:42:51",,"1740",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","24304","24304","3960832","3960832","106680","106680","4755456","4755456","13045760","13045760","2203420082176","101859328","True","Normal","3960832","3960832","255","0",,"System.Diagnostics.ProcessThreadCollection","312","2203417985024","99762176","False",,,,"12632064","12632064",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:56.6406250","00:01:41.3750000","00:00:44.7343750","svchost","0","","True",,
"svchost","0","184","2203395203072","6406144","1744896","7336","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetwork -p","System.Diagnostics.Process (services)","Microsoft Corporation","2.5625","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2476","8",,"False","12/02/2024 09:42:51",,"1852",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7336","7336","1744896","1744896","60512","60512","1839104","1839104","6750208","6750208","2203397824512","79601664","True","Normal","1744896","1744896","255","0",,"System.Diagnostics.ProcessThreadCollection","184","2203395203072","76980224","False",,,,"6406144","6406144",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:01.1250000","00:00:02.5625000","00:00:01.4375000","svchost","0","","True",,
"svchost","0","255","2203403735040","10428416","2711552","13328","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s NcbService","System.Diagnostics.Process (services)","Microsoft Corporation","18.453125","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4472","8",,"False","12/02/2024 09:42:51",,"1888",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13328","13328","2711552","2711552","101840","101840","3047424","3047424","11210752","11210752","2203407904768","89681920","True","Normal","2711552","2711552","255","0",,"System.Diagnostics.ProcessThreadCollection","255","2203403735040","85512192","False",,,,"10428416","10428416",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:11.0937500","00:00:18.4531250","00:00:07.3593750","svchost","0","","True",,
"svchost","0","405","2203402608640","12222464","2367488","9512","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s TimeBrokerSvc","System.Diagnostics.Process (services)","Microsoft Corporation","1.609375","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4616","8",,"False","12/02/2024 09:42:51",,"1896",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9512","9512","2367488","2367488","130496","130496","2772992","2772992","12857344","12857344","2203406278656","88055808","True","Normal","2367488","2367488","255","0",,"System.Diagnostics.ProcessThreadCollection","405","2203402608640","84385792","False",,,,"12222464","12222464",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.7812500","00:00:01.6093750","00:00:00.8281250","svchost","0","","True",,
"svchost","0","460","2203431858176","15609856","16297984","15304","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s EventLog","System.Diagnostics.Process (services)","Microsoft Corporation","11.234375","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4376","8",,"False","12/02/2024 09:42:51",,"2016",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15304","15304","16297984","16297984","97336","97336","27656192","27656192","27983872","27983872","2203679657984","361435136","True","Normal","16297984","16297984","255","0",,"System.Diagnostics.ProcessThreadCollection","460","2203431858176","113635328","False",,,,"15609856","15609856",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:04.5312500","00:00:11.2343750","00:00:06.7031250","svchost","0","","True",,
"svchost","0","146","2203400536064","6737920","1810432","13856","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s hidserv","System.Diagnostics.Process (services)","Microsoft Corporation","1.5","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4680","8",,"False","12/02/2024 09:42:51",,"2196",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13856","13856","1810432","1810432","81488","81488","2113536","2113536","7204864","7204864","2203404210176","85987328","True","Normal","1810432","1810432","255","0",,"System.Diagnostics.ProcessThreadCollection","146","2203400536064","82313216","False",,,,"6737920","6737920",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:01.1562500","00:00:01.5000000","00:00:00.3437500","svchost","0","","True",,
"svchost","0","186","2203395358720","7999488","2109440","9160","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -p -s EventSystem","System.Diagnostics.Process (services)","Microsoft Corporation","0.578125","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3712","8",,"False","12/02/2024 09:42:51",,"2208",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9160","9160","2109440","2109440","74448","74448","2494464","2494464","8650752","8650752","2203401658368","83435520","True","Normal","2109440","2109440","255","0",,"System.Diagnostics.ProcessThreadCollection","186","2203395358720","77135872","False",,,,"7999488","7999488",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.3125000","00:00:00.5781250","00:00:00.2656250","svchost","0","","True",,
"svchost","0","126","2203388227584","7172096","1531904","8152","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -p -s DispBrokerDesktopSvc","System.Diagnostics.Process (services)","Microsoft Corporation","0.328125","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3684","8",,"False","12/02/2024 09:42:51",,"2224",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8152","8152","1531904","1531904","65496","65496","1835008","1835008","7884800","7884800","2203394519040","76296192","True","Normal","1531904","1531904","255","0",,"System.Diagnostics.ProcessThreadCollection","126","2203388227584","70004736","False",,,,"7172096","7172096",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.1093750","00:00:00.3281250","00:00:00.2187500","svchost","0","","True",,
